"source_authority","flag","gear","gear_group","species","schooltype","time_start","time_end","geographic_identifier","catchtype","unit","value"
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5335119","UNK","MT",15.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5335118","UNK","MT",113.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5335117","UNK","MT",11
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334135","UNK","MT",5.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334134","UNK","MT",16.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334133","UNK","MT",2.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334123","UNK","MT",124.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334122","UNK","MT",2.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334121","UNK","MT",93.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334120","UNK","MT",59.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334119","UNK","MT",110.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5334118","UNK","MT",2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5333131","UNK","MT",38.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5333130","UNK","MT",53.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5333129","UNK","MT",1.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5333124","UNK","MT",30.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5332132","UNK","MT",2.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5332131","UNK","MT",17.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5332130","UNK","MT",125
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-03-01","1983-04-01","5332129","UNK","MT",28.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5336135","UNK","MT",3.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5335134","UNK","MT",51.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5335119","UNK","MT",9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5335118","UNK","MT",12.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5335117","UNK","MT",49.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334135","UNK","MT",19.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334134","UNK","MT",41.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334123","UNK","MT",90.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334122","UNK","MT",45.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334121","UNK","MT",156.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334120","UNK","MT",134.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5334119","UNK","MT",235.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5333131","UNK","MT",50.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5333130","UNK","MT",96.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5333129","UNK","MT",339
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5333128","UNK","MT",254.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5333124","UNK","MT",130.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5333123","UNK","MT",25.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5332132","UNK","MT",23.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5332131","UNK","MT",65
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5332130","UNK","MT",380.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-02-01","1983-03-01","5332129","UNK","MT",78.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5335118","UNK","MT",17.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5335117","UNK","MT",43
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334135","UNK","MT",2.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334134","UNK","MT",39.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334123","UNK","MT",139.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334122","UNK","MT",51.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334121","UNK","MT",90.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334120","UNK","MT",133.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334119","UNK","MT",65.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5334114","UNK","MT",4.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333132","UNK","MT",122.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333131","UNK","MT",56.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333130","UNK","MT",612.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333129","UNK","MT",364.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333128","UNK","MT",416
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333127","UNK","MT",224.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5333124","UNK","MT",12
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5332133","UNK","MT",41.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5332132","UNK","MT",60.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5332131","UNK","MT",230.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5332130","UNK","MT",637.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5332129","UNK","MT",64.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1983-01-01","1983-02-01","5331131","UNK","MT",20.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5337151","UNK","MT",2.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5337150","UNK","MT",32
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5337149","UNK","MT",6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5335118","UNK","MT",21.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5335117","UNK","MT",90
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5334133","UNK","MT",23
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5334123","UNK","MT",33.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5334122","UNK","MT",7.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5334121","UNK","MT",9.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5334119","UNK","MT",3.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5333133","UNK","MT",16
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5333132","UNK","MT",84.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5333131","UNK","MT",180.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5333130","UNK","MT",1034.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5333129","UNK","MT",137.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5332134","UNK","MT",10
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5332133","UNK","MT",154
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5332132","UNK","MT",249.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5332131","UNK","MT",712.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5332130","UNK","MT",606.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-12-01","1983-01-01","5332129","UNK","MT",353.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5338149","UNK","MT",10.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5337151","UNK","MT",48.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5337150","UNK","MT",319.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5336151","UNK","MT",25.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5336150","UNK","MT",114.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5335150","UNK","MT",15.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5335119","UNK","MT",9.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5335118","UNK","MT",789.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5335117","UNK","MT",162.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5334134","UNK","MT",0.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5334120","UNK","MT",27.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5334119","UNK","MT",88.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5334118","UNK","MT",61.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5333133","UNK","MT",5.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5333130","UNK","MT",50.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-11-01","1982-12-01","5332132","UNK","MT",2.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-10-01","1982-11-01","5336150","UNK","MT",25.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-10-01","1982-11-01","5335118","UNK","MT",9.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-10-01","1982-11-01","5335117","UNK","MT",2.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-09-01","1982-10-01","5335118","UNK","MT",18.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-07-01","1982-08-01","5338140","UNK","MT",4.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-06-01","1982-07-01","5338140","UNK","MT",15.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-05-01","1982-06-01","5338140","UNK","MT",9.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-05-01","1982-06-01","5334134","UNK","MT",37.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5337136","UNK","MT",36.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5336136","UNK","MT",108.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5336135","UNK","MT",13.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5335135","UNK","MT",24
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5335134","UNK","MT",55.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5334134","UNK","MT",11.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-04-01","1982-05-01","5334133","UNK","MT",64.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5336136","UNK","MT",45
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5336135","UNK","MT",84.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5335135","UNK","MT",66.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5335134","UNK","MT",81.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5335133","UNK","MT",36
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5335132","UNK","MT",28.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5334134","UNK","MT",40
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-03-01","1982-04-01","5334132","UNK","MT",138.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5336137","UNK","MT",17
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5336135","UNK","MT",54.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5335135","UNK","MT",97.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5335134","UNK","MT",21
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5334134","UNK","MT",76.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5334133","UNK","MT",5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5333134","UNK","MT",11
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5333133","UNK","MT",60.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5333132","UNK","MT",71.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5333131","UNK","MT",43
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5333130","UNK","MT",8.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5332132","UNK","MT",157.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-02-01","1982-03-01","5332131","UNK","MT",130
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5336150","UNK","MT",8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5335135","UNK","MT",89.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5335134","UNK","MT",25
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5334135","UNK","MT",25.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5334134","UNK","MT",170.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5334132","UNK","MT",2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5333134","UNK","MT",43
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5333133","UNK","MT",132.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5332133","UNK","MT",15
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5332132","UNK","MT",538.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5332131","UNK","MT",233.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1982-01-01","1982-02-01","5332130","UNK","MT",161.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5337151","UNK","MT",72.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5337150","UNK","MT",93.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5336151","UNK","MT",4.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5336150","UNK","MT",68.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5334132","UNK","MT",58.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5333134","UNK","MT",13
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5333133","UNK","MT",135.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5333130","UNK","MT",223.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5332134","UNK","MT",0.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-12-01","1982-01-01","5332132","UNK","MT",292.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-11-01","1981-12-01","5337152","UNK","MT",13
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-11-01","1981-12-01","5337151","UNK","MT",53
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-11-01","1981-12-01","5337150","UNK","MT",49.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-11-01","1981-12-01","5336152","UNK","MT",88.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-11-01","1981-12-01","5336151","UNK","MT",184.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-11-01","1981-12-01","5336150","UNK","MT",79.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-10-01","1981-11-01","5336151","UNK","MT",37.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-10-01","1981-11-01","5336150","UNK","MT",38.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-10-01","1981-11-01","5335152","UNK","MT",8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-10-01","1981-11-01","5335151","UNK","MT",3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-10-01","1981-11-01","5335150","UNK","MT",7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-05-01","1981-06-01","5336137","UNK","MT",8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-05-01","1981-06-01","5335136","UNK","MT",3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-04-01","1981-05-01","5335134","UNK","MT",17.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-04-01","1981-05-01","5334132","UNK","MT",1.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-03-01","1981-04-01","5335135","UNK","MT",58.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-03-01","1981-04-01","5335134","UNK","MT",138.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-03-01","1981-04-01","5334132","UNK","MT",83
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-03-01","1981-04-01","5333133","UNK","MT",3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-03-01","1981-04-01","5333130","UNK","MT",57
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-02-01","1981-03-01","5335135","UNK","MT",39.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-02-01","1981-03-01","5335134","UNK","MT",186
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-02-01","1981-03-01","5334134","UNK","MT",28
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-01-01","1981-02-01","5334134","UNK","MT",7.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-01-01","1981-02-01","5334131","UNK","MT",25
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-01-01","1981-02-01","5332133","UNK","MT",144.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1981-01-01","1981-02-01","5332132","UNK","MT",218.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5335150","UNK","MT",10
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5334133","UNK","MT",22.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5334132","UNK","MT",1.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5333134","UNK","MT",210.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5332134","UNK","MT",1.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5332133","UNK","MT",63.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5332132","UNK","MT",183
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-12-01","1981-01-01","5332130","UNK","MT",5.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-11-01","1980-12-01","5337150","UNK","MT",22
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-11-01","1980-12-01","5336151","UNK","MT",38.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-11-01","1980-12-01","5336150","UNK","MT",31.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-10-01","1980-11-01","5336150","UNK","MT",17.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-10-01","1980-11-01","5335151","UNK","MT",4.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-06-01","1980-07-01","5335134","UNK","MT",2.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-06-01","1980-07-01","5334134","UNK","MT",6.1
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-05-01","1980-06-01","5335134","UNK","MT",3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-04-01","1980-05-01","5335134","UNK","MT",47.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-04-01","1980-05-01","5334136","UNK","MT",4.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-03-01","1980-04-01","5335135","UNK","MT",34.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5336137","UNK","MT",91.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5336136","UNK","MT",32.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5336135","UNK","MT",1.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5335138","UNK","MT",0.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5335137","UNK","MT",3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5335134","UNK","MT",36.7
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5335133","UNK","MT",24.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5334136","UNK","MT",34
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5333134","UNK","MT",0.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-02-01","1980-03-01","5332132","UNK","MT",41.8
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-01-01","1980-02-01","5334135","UNK","MT",31.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-01-01","1980-02-01","5333134","UNK","MT",50.9
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-01-01","1980-02-01","5333133","UNK","MT",49
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-01-01","1980-02-01","5332134","UNK","MT",3.5
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-01-01","1980-02-01","5332133","UNK","MT",215.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1980-01-01","1980-02-01","5332132","UNK","MT",271
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-12-01","1980-01-01","5336137","UNK","MT",8.3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-12-01","1980-01-01","5334135","UNK","MT",121.6
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-12-01","1980-01-01","5333134","UNK","MT",71.2
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-11-01","1979-12-01","5336152","UNK","MT",11
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-10-01","1979-11-01","5335152","UNK","MT",3
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-02-01","1979-03-01","5336137","UNK","MT",107
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-02-01","1979-03-01","5336136","UNK","MT",20.4
"CCSBT","AU","Pole and Line","Pole and Line","SBF","UNK","1979-02-01","1979-03-01","5334133","UNK","MT",0.3
